vin,year,make,model,trim,pricecategory,price,mileage,city,state,colorexterior,colorinterior,accidenthist,owner,usage,discount,cartype,ReliabilityRank,CostOfLivingRank,CostOfLivingIndex,TransportationIndex,BrandPercentSales,BrandAvgDaysToTurn,CarClass,ReviewScore,AvgMPG
5YFEPRAE1LP051565,2020,TOYOTA,COROLLA,LE CVT,EXCELLENT PRICE,14000,17614,BOERNE,TX,SILVER,BLACK,0,1,PERSONAL,N,HATCHBACK,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
5YFEPRAE6LP045955,2020,TOYOTA,COROLLA,LE CVT,EXCELLENT PRICE,14800,13653,BOERNE,TX,WHITE,BLACK,0,1,PERSONAL,N,HATCHBACK,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
1GAZGPFG0K1173135,2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,EXCELLENT PRICE,19097,33375,OVERLAND PARK,KS,SILVER,GRAY,0,1,PERSONAL,Y,VAN/MINIVAN,9.0,2,86.5,94.7,11.692583720044867,78.23076923076923,,,
1GAZGPFP5K1279130,2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,EXCELLENT PRICE,18875,28164,FARMINGTON,NM,WHITE,GRAY,0,1,FLEET,Y,VAN/MINIVAN,9.0,4,87.2,91.7,11.692583720044867,78.23076923076923,,,
3FA6P0LU1KR187942,2019,FORD,FUSION,HYBRID SE FWD,EXCELLENT PRICE,15349,18378,CHATOM,AL,GRAY,UNKNOWN,1,1,PERSONAL,Y,SEDAN,10.0,8,89.6,93.2,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE CARS,8.2,26.0
KNMAT2MT0KP529843,2019,NISSAN,ROGUE,SV FWD,EXCELLENT PRICE,18552,30841,LAS CRUCES,NM,GRAY,BLACK,0,1,PERSONAL,Y,SUV,16.0,4,87.2,91.7,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
5YFEPRAE3LP098922,2020,TOYOTA,COROLLA,LE CVT,EXCELLENT PRICE,15500,8797,BOERNE,TX,BLACK,UNKNOWN,0,1,PERSONAL,N,HATCHBACK,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
3N1AB7APXKY302054,2019,NISSAN,SENTRA,SV CVT,EXCELLENT PRICE,10716,26402,TAMPA,FL,SILVER,BLACK,0,1,PERSONAL,Y,SEDAN,16.0,27,99.2,98.7,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
5YFEPRAE2LP040526,2020,TOYOTA,COROLLA,LE CVT,EXCELLENT PRICE,14487,12164,SAN ANTONIO,TX,WHITE,BLACK,0,1,PERSONAL,N,HATCHBACK,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
5YFEPRAE8LP049506,2020,TOYOTA,COROLLA,LE CVT,EXCELLENT PRICE,14500,15009,BOERNE,TX,SILVER,BLACK,0,1,PERSONAL,N,HATCHBACK,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
5YFEPRAE5LP065386,2020,TOYOTA,COROLLA,LE CVT,EXCELLENT PRICE,15579,17185,COLORADO SPRINGS,CO,GRAY,BLACK,0,1,PERSONAL,Y,HATCHBACK,5.0,33,103.2,105.8,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
4T1B11HK1KU242837,2019,TOYOTA,CAMRY,LE AUTOMATIC,EXCELLENT PRICE,16486,31506,FORT DODGE,IA,WHITE,BLACK,0,1,PERSONAL,Y,SEDAN,5.0,13,91.4,97.6,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE CARS,8.7,35.0
JTDEPRAE0LJ027892,2020,TOYOTA,COROLLA,LE CVT,EXCELLENT PRICE,14500,22060,BOERNE,TX,WHITE,UNKNOWN,0,1,PERSONAL,N,HATCHBACK,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
KNMAT2MT2JP500438,2018,NISSAN,ROGUE,S FWD,FAIR PRICE,12499,72603,STANTON,CA,BLACK,BLACK,1,1,PERSONAL,N,SUV,16.0,49,142.7,133.0,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
5GAERBKW1KJ263265,2019,BUICK,ENCLAVE,ESSENCE FWD,GREAT PRICE,27895,22787,SAINT CLOUD,FL,GRAY,GRAY,0,1,PERSONAL,Y,SUV,3.0,27,99.2,98.7,1.0989843197019002,82.92307692307692,AFFORDABLE MIDSIZE SUVS,7.9,22.0
1C4RDHDG5KC779155,2019,DODGE,DURANGO,GT PLUS RWD,FAIR PRICE,27960,32338,WAYNESBORO,GA,GRAY,BLACK,0,1,PERSONAL,N,SUV,25.0,10,90.0,96.4,2.126715603110482,98.53846153846153,AFFORDABLE MIDSIZE SUVS,8.0,22.5
2C4RDGCG8KR551301,2019,DODGE,GRAND CARAVAN,SXT,EXCELLENT PRICE,12993,42070,OCALA,FL,GRAY,BLACK,0,1,PERSONAL,Y,VAN/MINIVAN,25.0,27,99.2,98.7,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
5XXGT4L35KG331256,2019,KIA,OPTIMA,LX,EXCELLENT PRICE,14244,30306,MARINA DEL REY,CA,WHITE,BLACK,0,1,PERSONAL,Y,SEDAN,14.0,49,142.7,133.0,3.9890632445645786,73.38461538461539,AFFORDABLE MIDSIZE CARS,8.4,28.5
1GAZGPFP8K1179779,2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,EXCELLENT PRICE,19402,35210,CONCORD,CA,WHITE,GRAY,0,1,PERSONAL,Y,VAN/MINIVAN,9.0,49,142.7,133.0,11.692583720044867,78.23076923076923,,,
1GAZGPFG0K1173135,2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,EXCELLENT PRICE,19097,33375,OVERLAND PARK,KS,SILVER,GRAY,0,1,PERSONAL,Y,VAN/MINIVAN,9.0,2,86.5,94.7,11.692583720044867,78.23076923076923,,,
1GAZGPFP5K1279130,2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,EXCELLENT PRICE,18875,28164,FARMINGTON,NM,WHITE,GRAY,0,1,FLEET,Y,VAN/MINIVAN,9.0,4,87.2,91.7,11.692583720044867,78.23076923076923,,,
KNMAT2MT9KP537567,2019,NISSAN,ROGUE,SV FWD,EXCELLENT PRICE,14804,27162,FONTANA,CA,WHITE,BLACK,0,1,PERSONAL,Y,SUV,16.0,49,142.7,133.0,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
55SWF4JBXHU230043,2017,MERCEDES-BENZ,CCLASS,C 300 WITH SPORT PACKAGE SEDAN RWD,EXCELLENT PRICE,22995,9587,SUNNIVALE,CA,BLACK,BLACK,0,1,PERSONAL,Y,SEDAN,22.0,49,142.7,133.0,2.208680273976825,57.92307692307692,,,
2C4RDGCGXKR600336,2019,DODGE,GRAND CARAVAN,SXT,EXCELLENT PRICE,18388,21902,CHEHALIS,WA,WHITE,BLACK,0,1,PERSONAL,Y,VAN/MINIVAN,25.0,39,112.2,118.6,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
3C4PDDEG8KT784532,2019,DODGE,JOURNEY,GT AWD,EXCELLENT PRICE,20597,23863,ALBUQUERQUE,NM,WHITE,BLACK,0,1,PERSONAL,Y,SUV,25.0,4,87.2,91.7,2.126715603110482,98.53846153846153,AFFORDABLE MIDSIZE SUVS,5.5,22.0
1GAZGPFP7K1277864,2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,EXCELLENT PRICE,19190,25351,FARMINGTON,NM,WHITE,GRAY,0,1,FLEET,Y,VAN/MINIVAN,9.0,4,87.2,91.7,11.692583720044867,78.23076923076923,,,
3N1AB7AP9KL610667,2019,NISSAN,SENTRA,SV CVT,EXCELLENT PRICE,10899,35555,WICHITA FALLS,TX,RED,BLACK,0,2,PERSONAL,N,SEDAN,16.0,14,91.7,91.1,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
5YFEPRAEXLP047434,2020,TOYOTA,COROLLA,LE CVT,EXCELLENT PRICE,13800,18725,BOERNE,TX,WHITE,BLACK,0,1,PERSONAL,N,HATCHBACK,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
KNMAT2MT0KP529843,2019,NISSAN,ROGUE,SV FWD,EXCELLENT PRICE,18552,30841,LAS CRUCES,NM,GRAY,BLACK,0,1,PERSONAL,Y,SUV,16.0,4,87.2,91.7,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
3FA6P0LU5KR117215,2019,FORD,FUSION,HYBRID SE FWD,EXCELLENT PRICE,15787,41596,WICHITA,KS,BLACK,GRAY,0,1,PERSONAL,Y,SEDAN,10.0,2,86.5,94.7,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE CARS,8.2,26.0
2HGFC3B78HH358355,2017,HONDA,CIVIC,EX-L COUPE CVT,NAN,9626,186240,EGG HARBOR TOWNSHIP,NJ,BLACK,BLACK,1,1,PERSONAL,N,SEDAN,18.0,43,122.4,108.7,8.336902292535045,48.69230769230769,AFFORDABLE SMALL CARS,8.2,34.0
3N1AB7AP4KY365425,2019,NISSAN,SENTRA,SV CVT,EXCELLENT PRICE,9900,18600,SCOTTSDALE,AZ,GRAY,BLACK,1,0,FLEET,Y,SEDAN,16.0,29,100.1,105.6,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
WDCTG4GBXJJ485700,2018,MERCEDES-BENZ,GLA,GLA 250 4MATIC,EXCELLENT PRICE,21995,12166,WILLOWBROOK,IL,BLACK,BLACK,0,1,PERSONAL,Y,SUV,22.0,9,89.7,104.8,2.208680273976825,57.92307692307692,,,
1N4AL3AP8FN891309,2015,NISSAN,ALTIMA,2.5,NAN,7995,118726,ROCKFORD,IL,BLACK,UNKNOWN,0,2,PERSONAL,N,SEDAN,16.0,9,89.7,104.8,6.28802759768661,76.23076923076923,AFFORDABLE MIDSIZE CARS,7.7,33.5
1GAZGPFP0K1161163,2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,EXCELLENT PRICE,19397,34668,ORLANDO,FL,WHITE,GRAY,0,1,PERSONAL,Y,VAN/MINIVAN,9.0,27,99.2,98.7,11.692583720044867,78.23076923076923,,,
2C4RDGCG6KR600687,2019,DODGE,GRAND CARAVAN,SXT,EXCELLENT PRICE,15500,37605,ALBANY,OR,GRAY,BLACK,1,1,PERSONAL,Y,VAN/MINIVAN,25.0,48,134.3,133.2,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
2C4RDGCG1KR661719,2019,DODGE,GRAND CARAVAN,SXT,EXCELLENT PRICE,14350,45611,JACKSONVILLE,NC,WHITE,BLACK,0,1,PERSONAL,Y,VAN/MINIVAN,25.0,22,95.5,93.6,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
2C4RDGCG6KR623175,2019,DODGE,GRAND CARAVAN,SXT,EXCELLENT PRICE,17450,33246,ALBUQUERQUE,NM,BLACK,BLACK,0,1,PERSONAL,Y,VAN/MINIVAN,25.0,4,87.2,91.7,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
KNMAT2MT4KP528954,2019,NISSAN,ROGUE,SV FWD,EXCELLENT PRICE,15097,26642,FONTANA,CA,SILVER,BLACK,0,1,PERSONAL,Y,SUV,16.0,49,142.7,133.0,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
5XXGT4L30LG388031,2020,KIA,OPTIMA,LX AUTOMATIC,EXCELLENT PRICE,17000,13832,ALBUQUERQUE,NM,WHITE,BLACK,0,1,PERSONAL,Y,SEDAN,14.0,4,87.2,91.7,3.9890632445645786,73.38461538461539,AFFORDABLE MIDSIZE CARS,8.4,28.5
1N4AL3AP2FN387113,2015,NISSAN,ALTIMA,2.5 S,EXCELLENT PRICE,9500,64274,KIRKLAND,WA,WHITE,BLACK,0,3,FLEET,Y,SEDAN,16.0,39,112.2,118.6,6.28802759768661,76.23076923076923,AFFORDABLE MIDSIZE CARS,7.7,33.5
2HGFB2F50DH516168,2013,HONDA,CIVIC,LX SEDAN AUTOMATIC,EXCELLENT PRICE,8351,88615,OCALA,FL,BLACK,GRAY,1,2,PERSONAL,Y,SEDAN,18.0,27,99.2,98.7,8.336902292535045,48.69230769230769,AFFORDABLE SMALL CARS,8.2,34.0
3N1AB7AP0KL626238,2019,NISSAN,SENTRA,SV CVT,EXCELLENT PRICE,10990,28600,CHANTILLY,VA,GRAY,BLACK,0,1,FLEET,Y,SEDAN,16.0,31,101.4,93.8,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
JTDEPRAE9LJ022450,2020,TOYOTA,COROLLA,LE CVT,EXCELLENT PRICE,13999,10267,NEWPORT BEACH,CA,WHITE,UNKNOWN,0,1,PERSONAL,Y,HATCHBACK,5.0,49,142.7,133.0,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
2C4RDGCG6KR747379,2019,DODGE,GRAND CARAVAN,SXT,EXCELLENT PRICE,18492,15767,SAN LEANDRO,CA,SILVER,BLACK,0,1,PERSONAL,Y,VAN/MINIVAN,25.0,49,142.7,133.0,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
3FA6P0LU1KR187942,2019,FORD,FUSION,HYBRID SE FWD,EXCELLENT PRICE,15349,18378,CHATOM,AL,GRAY,UNKNOWN,1,1,PERSONAL,Y,SEDAN,10.0,8,89.6,93.2,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE CARS,8.2,26.0
1VWCN7A32EC044701,2014,VOLKSWAGEN,PASSAT,TDI SEL PREMIUM SEDAN DSG,EXCELLENT PRICE,10495,47784,SADDLE BROOK,NJ,WHITE,BLACK,1,3,PERSONAL,Y,SEDAN,6.0,43,122.4,108.7,2.2234046752368357,58.76923076923077,AFFORDABLE MIDSIZE CARS,7.8,30.5
3FADP4BJ0KM107680,2019,FORD,FIESTA,SE SEDAN,EXCELLENT PRICE,7491,27810,HOLLYWOOD,FL,BLACK,GRAY,1,1,PERSONAL,Y,SEDAN,10.0,27,99.2,98.7,13.832688602095642,71.61538461538461,AFFORDABLE SMALL CARS,7.9,31.0
19XFB2F57CE055883,2012,HONDA,CIVIC,LX SEDAN AUTOMATIC,EXCELLENT PRICE,4900,138989,SAN ANTONIO,TX,SILVER,GRAY,1,2,FLEET,N,SEDAN,18.0,14,91.7,91.1,8.336902292535045,48.69230769230769,AFFORDABLE SMALL CARS,8.2,34.0
2C4RDGCG0KR706858,2019,DODGE,GRAND CARAVAN,SXT,EXCELLENT PRICE,17991,25480,SPRING,TX,GRAY,BLACK,0,1,PERSONAL,N,VAN/MINIVAN,25.0,14,91.7,91.1,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
KNMAT2MT1KP508547,2019,NISSAN,ROGUE,SV FWD,EXCELLENT PRICE,16165,34492,TRACY,CA,SILVER,BLACK,0,1,FLEET,Y,SUV,16.0,49,142.7,133.0,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
KMHD84LF6HU381273,2017,HYUNDAI,ELANTRA,LIMITED 2.0L SEDAN AUTOMATIC,EXCELLENT PRICE,9990,49000,LAWNDALE,CA,SILVER,GRAY,2,1,FLEET,Y,HATCHBACK,13.0,49,142.7,133.0,4.156328806440607,79.07692307692308,AFFORDABLE SMALL CARS,8.1,31.0
1GAZGPFG0K1266575,2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,EXCELLENT PRICE,20150,31517,YUKON,OK,WHITE,GRAY,0,1,PERSONAL,Y,VAN/MINIVAN,9.0,3,86.7,93.0,11.692583720044867,78.23076923076923,,,
55SWF4JB3HU212502,2017,MERCEDES-BENZ,CCLASS,C 300 WITH SPORT PACKAGE SEDAN RWD,EXCELLENT PRICE,21700,19991,SUNNIVALE,CA,GRAY,BLACK,0,1,PERSONAL,Y,SEDAN,22.0,49,142.7,133.0,2.208680273976825,57.92307692307692,,,
3FADP4EJ9KM131083,2019,FORD,FIESTA,SE HATCHBACK,EXCELLENT PRICE,8958,28705,TAMPA,FL,WHITE,BLACK,0,1,PERSONAL,Y,SEDAN,10.0,27,99.2,98.7,13.832688602095642,71.61538461538461,AFFORDABLE SMALL CARS,7.9,31.0
3FA6P0CD0KR233938,2019,FORD,FUSION,SEL FWD,EXCELLENT PRICE,10791,24686,HOLLYWOOD,FL,BLACK,BLACK,1,1,FLEET,Y,SEDAN,10.0,27,99.2,98.7,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE CARS,8.2,26.0
KNDJP3A5XK7919980,2019,KIA,SOUL,+ AUTOMATIC,EXCELLENT PRICE,13697,24972,ORLANDO,FL,WHITE,BLACK,0,1,PERSONAL,Y,WAGON,14.0,27,99.2,98.7,3.9890632445645786,73.38461538461539,AFFORDABLE SMALL CARS,8.5,28.5
3C4PDDEG9KT785012,2019,DODGE,JOURNEY,GT AWD,EXCELLENT PRICE,20797,20982,JERSEY CITY,NJ,WHITE,BLACK,0,1,PERSONAL,Y,SUV,25.0,43,122.4,108.7,2.126715603110482,98.53846153846153,AFFORDABLE MIDSIZE SUVS,5.5,22.0
5YFEPRAE3LP023248,2020,TOYOTA,COROLLA,LE CVT,EXCELLENT PRICE,13785,19677,BOERNE,TX,RED,BLACK,0,1,PERSONAL,N,HATCHBACK,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
3FA6P0LU8KR256660,2019,FORD,FUSION,HYBRID SE FWD,EXCELLENT PRICE,14997,25400,DALLAS,TX,WHITE,UNKNOWN,0,1,PERSONAL,N,SEDAN,10.0,14,91.7,91.1,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE CARS,8.2,26.0
1G1ZD5ST0LF040976,2020,CHEVROLET,MALIBU,LT,EXCELLENT PRICE,17995,7466,HIALEAH,FL,SILVER,BLACK,0,1,PERSONAL,Y,SEDAN,9.0,27,99.2,98.7,11.692583720044867,78.23076923076923,AFFORDABLE MIDSIZE CARS,7.8,32.5
1G1ZD5ST8LF008485,2020,CHEVROLET,MALIBU,LT,EXCELLENT PRICE,20302,12071,BOSSIER CITY,LA,WHITE,BLACK,0,1,FLEET,Y,SEDAN,9.0,18,93.5,96.6,11.692583720044867,78.23076923076923,AFFORDABLE MIDSIZE CARS,7.8,32.5
3FA6P0LU9KR256733,2019,FORD,FUSION,HYBRID SE FWD,EXCELLENT PRICE,14997,25509,DALLAS,TX,WHITE,UNKNOWN,0,1,PERSONAL,N,SEDAN,10.0,14,91.7,91.1,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE CARS,8.2,26.0
3KPC24A32KE058077,2019,HYUNDAI,ACCENT,SE AUTOMATIC,EXCELLENT PRICE,10999,20467,DALLAS,TX,SILVER,BLACK,0,1,PERSONAL,N,SEDAN,13.0,14,91.7,91.1,4.156328806440607,79.07692307692308,AFFORDABLE SMALL CARS,8.3,33.0
JTEBU5JR9K5645836,2019,TOYOTA,4RUNNER,SR5 4WD,EXCELLENT PRICE,29700,29678,PIKEVILLE,KY,SILVER,BLACK,0,1,PERSONAL,Y,SUV,5.0,19,94.2,94.5,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE SUVS,7.5,19.0
5YFEPRAE7LP011961,2020,TOYOTA,COROLLA,LE CVT,EXCELLENT PRICE,14500,14468,BOERNE,TX,SILVER,GRAY,0,1,PERSONAL,N,HATCHBACK,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
KNMAT2MT8KP508576,2019,NISSAN,ROGUE,SV FWD,EXCELLENT PRICE,18070,17906,STAFFORD,TX,BLACK,BLACK,0,1,PERSONAL,N,SUV,16.0,14,91.7,91.1,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
3FA6P0LU0KR180934,2019,FORD,FUSION,HYBRID SE FWD,EXCELLENT PRICE,15800,36159,RENO,NV,BLACK,BLACK,0,1,PERSONAL,Y,SEDAN,10.0,38,108.8,120.4,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE CARS,8.2,26.0
KNMAT2MT7KP510299,2019,NISSAN,ROGUE,SV FWD,EXCELLENT PRICE,15049,33523,CLEVELAND,TN,BLUE,BLACK,0,1,PERSONAL,Y,SUV,16.0,11,90.0,87.9,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
3N1AB7APXKY302054,2019,NISSAN,SENTRA,SV CVT,EXCELLENT PRICE,10716,26402,TAMPA,FL,SILVER,BLACK,0,1,PERSONAL,Y,SEDAN,16.0,27,99.2,98.7,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
1N4AL3AP8FN355816,2015,NISSAN,ALTIMA,2.5 S,EXCELLENT PRICE,6988,118288,GAINESVILLE,GA,BLACK,BLACK,1,2,FLEET,Y,SEDAN,16.0,10,90.0,96.4,6.28802759768661,76.23076923076923,AFFORDABLE MIDSIZE CARS,7.7,33.5
3N1CN7AP1KL805629,2019,NISSAN,VERSA,SV SEDAN CVT,EXCELLENT PRICE,10994,15952,FAIRFIELD,OH,BLACK,BLACK,1,1,FLEET,Y,SEDAN,16.0,15,92.1,105.1,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,6.9,35.0
3N1AB7AP2KY231948,2019,NISSAN,SENTRA,S CVT,EXCELLENT PRICE,8991,15305,HOLLYWOOD,FL,SILVER,BLACK,0,1,FLEET,Y,SEDAN,16.0,27,99.2,98.7,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
KNDJP3A50K7025275,2019,KIA,SOUL,+ AUTOMATIC,EXCELLENT PRICE,13197,32501,ORLANDO,FL,GRAY,BLACK,0,1,PERSONAL,Y,WAGON,14.0,27,99.2,98.7,3.9890632445645786,73.38461538461539,AFFORDABLE SMALL CARS,8.5,28.5
2C4RDGCG8KR623047,2019,DODGE,GRAND CARAVAN,SXT,EXCELLENT PRICE,16997,25418,PASCO,WA,SILVER,BLACK,0,1,PERSONAL,Y,VAN/MINIVAN,25.0,39,112.2,118.6,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
1GCRYDEDXLZ171504,2020,CHEVROLET,SILVERADO 1500,LT DOUBLE CAB STANDARD BED 4WD,EXCELLENT PRICE,32995,4461,NEWNAN,GA,BLACK,BLACK,0,1,PERSONAL,Y,PICKUP,9.0,10,90.0,96.4,11.692583720044867,78.23076923076923,FULL SIZE TRUCKS,8.4,21.5
JTEBU5JR9K5681042,2019,TOYOTA,4RUNNER,SR5 4WD,EXCELLENT PRICE,32995,11481,ANCHORAGE,AK,SILVER,UNKNOWN,0,1,PERSONAL,Y,SUV,5.0,46,128.4,120.0,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE SUVS,7.5,19.0
1HGCR2F10HA294554,2017,HONDA,ACCORD,SPORT SPECIAL EDITION SEDAN CVT,EXCELLENT PRICE,16227,40599,SALISBURY,MD,WHITE,BLACK,0,1,PERSONAL,Y,SEDAN,18.0,45,128.0,102.1,8.336902292535045,48.69230769230769,AFFORDABLE MIDSIZE CARS,8.1,34.0
KNMAT2MT7KP516023,2019,NISSAN,ROGUE,SV FWD,EXCELLENT PRICE,16995,33014,LEXINGTON,SC,GRAY,BLACK,0,1,FLEET,Y,SUV,16.0,23,95.5,92.9,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
2C4RDGCG8KR758612,2019,DODGE,GRAND CARAVAN,SXT,EXCELLENT PRICE,19927,11325,FRESNO,CA,WHITE,BLACK,0,1,FLEET,Y,VAN/MINIVAN,25.0,49,142.7,133.0,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
KMHD04LB8HU352605,2017,HYUNDAI,ELANTRA,SPORT 1.6T SEDAN MANUAL,EXCELLENT PRICE,13599,29319,BOISE,ID,BLUE,BLACK,0,2,PERSONAL,Y,HATCHBACK,13.0,20,94.3,101.3,4.156328806440607,79.07692307692308,AFFORDABLE SMALL CARS,8.1,31.0
KNMAT2MT9KP528030,2019,NISSAN,ROGUE,SV FWD,EXCELLENT PRICE,16897,30127,NASHVILLE,TN,WHITE,BLACK,0,1,PERSONAL,Y,SUV,16.0,11,90.0,87.9,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
2C4RDGCG9KR642853,2019,DODGE,GRAND CARAVAN,SXT,EXCELLENT PRICE,16492,30258,FT PAYNE,AL,WHITE,BLACK,0,1,PERSONAL,Y,VAN/MINIVAN,25.0,8,89.6,93.2,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
1GCRYDED3LZ161154,2020,CHEVROLET,SILVERADO 1500,LT DOUBLE CAB STANDARD BED 4WD,EXCELLENT PRICE,32995,4912,NEWNAN,GA,BLACK,BLACK,0,1,PERSONAL,Y,PICKUP,9.0,10,90.0,96.4,11.692583720044867,78.23076923076923,FULL SIZE TRUCKS,8.4,21.5
2C4RDGCG2KR621147,2019,DODGE,GRAND CARAVAN,SXT,EXCELLENT PRICE,14654,34088,SARASOTA,FL,BLACK,BLACK,0,2,PERSONAL,Y,VAN/MINIVAN,25.0,27,99.2,98.7,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
5NPD84LF5KH422286,2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,EXCELLENT PRICE,11321,32729,SARASOTA,FL,SILVER,BLACK,1,1,PERSONAL,Y,HATCHBACK,13.0,27,99.2,98.7,4.156328806440607,79.07692307692308,AFFORDABLE SMALL CARS,8.1,31.0
2HGFB2F5XDH551431,2013,HONDA,CIVIC,LX SEDAN AUTOMATIC,EXCELLENT PRICE,9995,87700,HONOLULU,HI,GRAY,GRAY,0,2,PERSONAL,Y,SEDAN,18.0,52,197.6,146.6,8.336902292535045,48.69230769230769,AFFORDABLE SMALL CARS,8.2,34.0
KNMAT2MT5KP516148,2019,NISSAN,ROGUE,SV FWD,EXCELLENT PRICE,16995,38817,SEGUIN,TX,SILVER,BLACK,0,1,PERSONAL,N,SUV,16.0,14,91.7,91.1,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
KNMAT2MT5KP501990,2019,NISSAN,ROGUE,SV FWD,EXCELLENT PRICE,16954,23724,HOLLY SPRINGS,GA,GRAY,BLACK,0,1,PERSONAL,Y,SUV,16.0,10,90.0,96.4,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
5YFEPRAE1LP051565,2020,TOYOTA,COROLLA,LE CVT,EXCELLENT PRICE,14000,17614,BOERNE,TX,SILVER,BLACK,0,1,PERSONAL,N,HATCHBACK,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
2C4RDGCG1KR566139,2019,DODGE,GRAND CARAVAN,SXT,EXCELLENT PRICE,17014,41264,FRESNO,CA,WHITE,BLACK,0,1,PERSONAL,Y,VAN/MINIVAN,25.0,49,142.7,133.0,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
5YFEPRAE6LP045955,2020,TOYOTA,COROLLA,LE CVT,EXCELLENT PRICE,14800,13653,BOERNE,TX,WHITE,BLACK,0,1,PERSONAL,N,HATCHBACK,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
1GAZGPFP4K1190360,2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,EXCELLENT PRICE,17250,30670,MIAMI LAKES,FL,WHITE,GRAY,0,1,PERSONAL,Y,VAN/MINIVAN,9.0,27,99.2,98.7,11.692583720044867,78.23076923076923,,,
