yearmakemodel,price,milerange,location,hotcar,pricediff,timeonmkt,pricechange,trim,transmission,engine,drivetrain,VIN,fueltype,exteriorcol,interiorcol,condition,odometer,mpg,bodytype,heatedseats,leather,sunmoomroof,powerseat,premiumwheels
2016 Nissan Sentra S,$7099,80k Miles,Fontana CA,?,24%,101,-$400,S,Automatic,1.8L 4 Cylinders,FWD,3N1AB7AP5GY308576,Gasoline,GRAY,GRAY,Used,80270,29 city / 38 hwy,Sedan,False,False,False,False,False
2016 Nissan Sentra S,$9099,42k Miles,Fontana CA,?,19%,88,$0,S,Automatic,1.8L 4 Cylinders,FWD,3N1AB7AP6GY297569,Gasoline,Fresh Powder,Charcoal,Used,41883,29 city / 38 hwy,Sedan,False,False,False,False,False
2017 Nissan Sentra SR TURBO,$12999,50k Miles,Fontana CA,Hot Car,6%,60,$0,SR TURBO,Automatic,1.6L 4 Cylinders,FWD,3N1CB7AP1HY291141,Gasoline,Deep Blue Pearl,Charcoal,Used,49959,27 city / 33 hwy,Sedan,True,False,True,False,False
2016 Volkswagen Jetta 1.4T S,$11099,48k Miles,Norco CA,?,4%,52,$0,1.4T S,Automatic,1.4L 4 Cylinders,FWD,3VW267AJ4GM304007,Gasoline,Black Uni,Titan Black,Used,48351,28 city / 39 hwy,Sedan,False,False,False,False,False
2017 Hyundai Sonata Limited,$15099,26k Miles,Fontana CA,?,18%,60,$0,Limited,Automatic,2.4L 4 Cylinders,FWD,5NPE34AF4HH593416,Gasoline,Phantom Black,Gray,Used,25727,25 city / 36 hwy,Sedan,False,True,True,False,False
2016 Kia Optima LX,$10899,62k Miles,El Monte CA,?,10%,162,-$600,LX,Automatic,2.4L 4 Cylinders,FWD,5XXGT4L38GG052763,Gasoline,Snow White Pearl,Beige,Used,62296,24 city / 35 hwy,Sedan,False,False,False,False,False
2017 Toyota Corolla 50th Anniversary Special Edition,$15299,23k Miles,Fontana CA,?,3%,52,$0,50th Anniversary Special Edition,Automatic,1.8L 4 Cylinders,FWD,5YFBURHE4HP632177,Gasoline,Classic Silver Metallic,Black,Used,23371,28 city / 36 hwy,Sedan,False,False,True,False,False
2017 Infiniti Q50 2.0T Sport,$21799,26k Miles,Norco CA,?,15%,11,$0,2.0T Sport,Automatic,2.0L 4 Cylinders,RWD,JN1CV7AP9HM642081,Gasoline,GREY,GREY,Used,26036,23 city / 31 hwy,Sedan,False,True,False,False,False
2017 Kia Soul +,$9099,72k Miles,Fontana CA,?,20%,65,-$700,+,Automatic,2.0L 4 Cylinders,FWD,KNDJP3A58H7884428,Gasoline,Alien II,Black,Used,72449,25 city / 30 hwy,Wagon,False,False,False,False,False
2017 Ford Explorer XLT,$23099,41k Miles,Fontana CA,?,9%,45,$0,XLT,Automatic,2.3L 4 Cylinders,AWD,1FM5K8DH6HGC59184,Gasoline,Blue Jeans Metallic,Ebony Black,Used,41365,18 city / 25 hwy,Suv,True,True,False,False,False
2015 Chevrolet Sonic LS Auto,$6099,88k Miles,Fontana CA,?,11%,159,-$900,LS Auto,Automatic,1.8L 4 Cylinders,FWD,1G1JA5SGXF4217963,Gasoline,Silver Ice Metallic,Jet Black/Dark Titanium,Used,87680,25 city / 35 hwy,Sedan,False,False,False,False,False
2017 Dodge Charger SE,$17899,43k Miles,Fontana CA,Hot Car,5%,57,$0,SE,Automatic,3.6L 6 Cylinders,RWD,2C3CDXBG6HH576448,Gasoline,Billet Clearcoat,Black,Used,42883,19 city / 30 hwy,Sedan,False,True,False,False,False
2015 Cadillac SRX Premium Collection,$18099,56k Miles,Fontana CA,?,22%,109,-$800,Premium Collection,Automatic,3.6L 6 Cylinders,FWD,3GYFNDE39FS526788,Gasoline,Black Raven,Ebony w/Ebony accents,Used,55644,17 city / 24 hwy,Suv,True,True,True,False,False
2016 Volkswagen Jetta 1.4T S,$11799,29k Miles,Norco CA,?,0%,64,+$700,1.4T S,Automatic,1.4L 4 Cylinders,FWD,3VW267AJ9GM271229,Gasoline,Reflex Silver Metallic,BLACK,Used,28525,28 city / 39 hwy,Sedan,False,False,False,False,False
2017 Honda Odyssey EX,$20599,31k Miles,Fontana CA,?,14%,64,$0,EX,Automatic,3.5L 6 Cylinders,FWD,5FNRL5H49HB007867,Gasoline,Modern Steel Metallic,Gray,Used,31024,19 city / 27 hwy,Van,False,False,False,False,False
2017 Honda Accord Sport,$17599,34k Miles,Fontana CA,Hot Car,5%,58,$0,Sport,Automatic,2.4L 4 Cylinders,FWD,1HGCR2F50HA101158,Gasoline,White Orchid Pearl,Black,Used,34094,26 city / 34 hwy,Sedan,False,False,False,False,False
2016 Nissan Altima 2.5 S,$8599,69k Miles,Fontana CA,Hot Car,26%,85,-$500,2.5 S,Automatic,2.5L 4 Cylinders,FWD,1N4AL3AP9GN306691,Gasoline,Brilliant Silver,Charcoal,Used,68723,27 city / 39 hwy,Sedan,False,False,False,True,False
2019 GMC Terrain SLE,$20099,14k Miles,Norco CA,?,16%,10,$0,SLE,Automatic,1.5L 4 Cylinders,FWD,3GKALMEV2KL114437,Gasoline,Summit White,Jet Black,Used,13817,26 city / 30 hwy,Suv,False,False,False,False,False
2018 GMC Terrain SLE Diesel,$18099,20k Miles,Norco CA,?,25%,74,-$700,SLE Diesel,Automatic,1.6L 4 Cylinders,FWD,3GKALNEU8JL144313,Diesel,Satin Steel Metallic,Jet Black,Used,20305,28 city / 39 hwy,Suv,False,False,False,False,False
2014 Chevrolet Captiva Sport LS,$11099,51k Miles,El Monte CA,?,12%,33,$0,LS,Automatic,2.4L 4 Cylinders,FWD,3GNAL2EK3ES504020,Gasoline,Arctic Ice,Black,Used,51485,20 city / 28 hwy,Suv,False,False,False,False,False
2017 Nissan Sentra SV,$8099,63k Miles,West Covina CA,Hot Car,25%,93,-$700,SV,Automatic,1.8L 4 Cylinders,FWD,3N1AB7AP3HY338533,Gasoline,Brilliant Silver,Charcoal,Used,63493,29 city / 37 hwy,Sedan,False,False,False,False,False
2017 Nissan NV200 S,$14099,32k Miles,Fontana CA,?,11%,93,-$1000,S,Automatic,2.0L 4 Cylinders,FWD,3N6CM0KN6HK709267,Gasoline,Fresh Powder,Grey,Used,31692,24 city / 26 hwy,Van,False,False,False,False,False
2012 Volkswagen Jetta SE PZEV,$8799,91k Miles,El Monte CA,?,6%,33,$0,SE PZEV,Automatic,2.5L 5 Cylinders,FWD,3VWDP7AJXCM322494,Gasoline,Platinum Gray Metallic,Titan Black,Used,91369,24 city / 31 hwy,Sedan,False,True,False,False,False
2017 Subaru Legacy 2.5i Limited,$16099,36k Miles,Fontana CA,?,17%,156,-$1300,2.5i Limited,Automatic,2.5L 4 Cylinders,AWD,4S3BNAN61H3003447,Gasoline,Lapis Blue Pearl,Warm Ivory,Used,36344,25 city / 34 hwy,Sedan,True,True,True,False,False
2017 Toyota Sienna L 7-Passenger,$18799,36k Miles,Fontana CA,?,11%,58,$0,L 7-Passenger,Automatic,3.5L 6 Cylinders,FWD,5TDZZ3DC9HS853993,Gasoline,Super White,Ash,Used,35868,19 city / 27 hwy,Van,False,False,False,False,False
2017 Subaru Forester 2.5i Premium,$19599,38k Miles,Fontana CA,?,4%,30,$0,2.5i Premium,Automatic,2.5L 4 Cylinders,AWD,JF2SJAGC5HH559117,Gasoline,BLUE,GREY,Used,38243,26 city / 32 hwy,Wagon,True,False,True,False,False
2017 Hyundai Tucson SE,$16799,26k Miles,Fontana CA,?,3%,22,$0,SE,Automatic,2.0L 4 Cylinders,FWD,KM8J23A44HU569726,Gasoline,Molten Silver,Gray,Used,26166,23 city / 30 hwy,Suv,False,False,False,False,False
2018 Hyundai Tucson Sport,$15099,44k Miles,Norco CA,?,14%,30,$0,Sport,Automatic,2.4L 4 Cylinders,FWD,KM8J33AL9JU696157,Gasoline,Caribbean Blue,BLACK,Used,43868,21 city / 28 hwy,Suv,False,False,False,False,False
2015 Kia Soul Base,$8099,79k Miles,El Monte CA,?,15%,30,$0,Base,Automatic,1.6L 4 Cylinders,FWD,KNDJN2A23F7802155,Gasoline,Alien II,Black,Used,78837,24 city / 30 hwy,Wagon,False,False,False,False,False
2018 Ford EcoSport S,$12599,18k Miles,Fontana CA,?,17%,47,$0,S,Automatic,1.0L 3 Cylinders,FWD,MAJ3P1RE5JC187674,Gasoline,Smoke Metallic,Medium Stone,Used,18392,27 city / 29 hwy,Wagon,False,False,False,False,False
2017 BMW M4 Base,$47099,21k Miles,Norco CA,Hot Car,11%,37,$0,Base,Manual,3.0L 6 Cylinders,RWD,WBS3R9C50HK709986,Gasoline,Black Sapphire Metallic,Anthracite/Black,Used,20887,?,Coupe,False,False,False,False,False
2017 Ford Focus SE,$11599,17k Miles,Fontana CA,?,13%,51,$0,SE,Automatic,1.0L 3 Cylinders,FWD,1FADP3FE4HL238838,Gasoline,Magnetic Metallic,Charcoal Black,Used,16777,?,Sedan,False,False,False,False,False
2015 Chevrolet Malibu LT,$10399,49k Miles,Fontana CA,?,24%,372,-$2200,LT,Automatic,2.5L 4 Cylinders,FWD,1G11C5SL1FU149205,Gasoline,Summit White,Gray,Used,48733,25 city / 36 hwy,Sedan,False,False,False,False,False
2017 Chevrolet Volt Premier,$14599,37k Miles,El Monte CA,Hot Car,27%,18,$0,Premier,Automatic,1.5L 4 Cylinders,FWD,1G1RD6S55HU100681,Plug-in hybrid,Summit White,Jet Black/Jet Black,Used,37367,43 city / 42 hwy,Hatchback,False,True,False,False,False
2018 Chevrolet Suburban LT 1500,$35099,44k Miles,Fontana CA,?,8%,50,$0,LT 1500,Automatic,5.3L 8 Cylinders,RWD,1GNSCHKC2JR327316,Gasoline,Black,Jet Black,Used,43725,16 city / 23 hwy,Suv,True,True,False,False,False
2017 Honda Accord EX,$16799,45k Miles,Fontana CA,?,2%,51,$0,EX,Automatic,2.4L 4 Cylinders,FWD,1HGCR2F73HA177801,Gasoline,Lunar Silver Metallic,Gray,Used,44743,27 city / 36 hwy,Sedan,False,False,True,False,False
2018 Dodge Journey SXT,$13099,60k Miles,Norco CA,?,8%,65,$0,SXT,Automatic,2.4L 4 Cylinders,FWD,3C4PDCBB9JT335815,Gasoline,Billet Clearcoat,Black,Used,59770,19 city / 25 hwy,Suv,False,False,False,False,False
2016 Nissan Sentra S,$7099,80k Miles,Fontana CA,?,24%,101,-$400,S,Automatic,1.8L 4 Cylinders,FWD,3N1AB7AP5GY308576,Gasoline,GRAY,GRAY,Used,80270,29 city / 38 hwy,Sedan,False,False,False,False,False
2016 Nissan Sentra S,$9099,42k Miles,Fontana CA,?,19%,88,$0,S,Automatic,1.8L 4 Cylinders,FWD,3N1AB7AP6GY297569,Gasoline,Fresh Powder,Charcoal,Used,41883,29 city / 38 hwy,Sedan,False,False,False,False,False
2017 Nissan Sentra SR TURBO,$12999,50k Miles,Fontana CA,Hot Car,6%,60,$0,SR TURBO,Automatic,1.6L 4 Cylinders,FWD,3N1CB7AP1HY291141,Gasoline,Deep Blue Pearl,Charcoal,Used,49959,27 city / 33 hwy,Sedan,True,False,True,False,False
2016 Volkswagen Jetta 1.4T S,$11099,48k Miles,Norco CA,?,4%,52,$0,1.4T S,Automatic,1.4L 4 Cylinders,FWD,3VW267AJ4GM304007,Gasoline,Black Uni,Titan Black,Used,48351,28 city / 39 hwy,Sedan,False,False,False,False,False
2017 Hyundai Sonata Limited,$15099,26k Miles,Fontana CA,?,18%,60,$0,Limited,Automatic,2.4L 4 Cylinders,FWD,5NPE34AF4HH593416,Gasoline,Phantom Black,Gray,Used,25727,25 city / 36 hwy,Sedan,False,True,True,False,False
2016 Kia Optima LX,$10899,62k Miles,El Monte CA,?,10%,162,-$600,LX,Automatic,2.4L 4 Cylinders,FWD,5XXGT4L38GG052763,Gasoline,Snow White Pearl,Beige,Used,62296,24 city / 35 hwy,Sedan,False,False,False,False,False
2017 Toyota Corolla 50th Anniversary Special Edition,$15299,23k Miles,Fontana CA,?,3%,52,$0,50th Anniversary Special Edition,Automatic,1.8L 4 Cylinders,FWD,5YFBURHE4HP632177,Gasoline,Classic Silver Metallic,Black,Used,23371,28 city / 36 hwy,Sedan,False,False,True,False,False
2017 Infiniti Q50 2.0T Sport,$21799,26k Miles,Norco CA,?,15%,11,$0,2.0T Sport,Automatic,2.0L 4 Cylinders,RWD,JN1CV7AP9HM642081,Gasoline,GREY,GREY,Used,26036,23 city / 31 hwy,Sedan,False,True,False,False,False
2017 Kia Soul +,$9099,72k Miles,Fontana CA,?,20%,65,-$700,+,Automatic,2.0L 4 Cylinders,FWD,KNDJP3A58H7884428,Gasoline,Alien II,Black,Used,72449,25 city / 30 hwy,Wagon,False,False,False,False,False
2017 Chevrolet Cruze LS Auto,$10099,35k Miles,Stanton CA,?,21%,323,-$1300,LS Auto,Automatic,1.4L 4 Cylinders,FWD,1G1BC5SM3H7117161,Gasoline,Mosaic Black Metallic,Jet Black,Used,35398,30 city / 40 hwy,Sedan,False,False,False,False,False
2017 Chevrolet Malibu LT,$14399,29k Miles,Stanton CA,?,13%,35,$0,LT,Automatic,1.5L 4 Cylinders,FWD,1G1ZE5ST4HF124786,Gasoline,Nightfall Gray Metallic,Jet Black,Used,28643,27 city / 36 hwy,Sedan,False,False,False,False,False
2018 Chevrolet Equinox LS,$16099,21k Miles,Stanton CA,?,15%,29,$0,LS,Automatic,1.5L 4 Cylinders,FWD,3GNAXHEV3JS624363,Gasoline,Summit White,Medium Ash Gray,Used,21297,26 city / 32 hwy,Suv,False,False,False,False,False
2017 Mazda Mazda3 Touring,$14899,23k Miles,Stanton CA,?,8%,25,$0,Touring,Automatic,2.0L 4 Cylinders,FWD,3MZBN1V74HM125353,Gasoline,Machine Gray Metallic,Black,Used,22718,28 city / 37 hwy,Sedan,False,True,False,False,False
2017 Nissan Sentra S,$11099,38k Miles,Stanton CA,?,9%,162,-$1400,S,Manual,1.8L 4 Cylinders,FWD,3N1AB7APXHY225047,Gasoline,Super Black,Charcoal,Used,37628,27 city / 35 hwy,Sedan,False,False,False,False,False
2016 Volkswagen Jetta 1.4T S,$11899,39k Miles,Stanton CA,?,5%,25,$0,1.4T S,Automatic,1.4L 4 Cylinders,FWD,3VW267AJXGM384445,Gasoline,GRAY,BLACK,Used,38864,28 city / 39 hwy,Sedan,False,False,False,False,False
2015 Toyota Prius Plug-in Hybrid Base,$16599,43k Miles,Stanton CA,?,7%,400,-$1400,Base,Automatic,1.8L 4 Cylinders,FWD,JTDKN3DP9F3069389,Plug-in hybrid,Super White,Dark Gray,Used,42767,51 city / 49 hwy,Hatchback,False,False,False,False,False
2007 Toyota Camry CE,$9499,57k Miles,Stanton CA,?,12%,38,$0,CE,Automatic,2.4L 4 Cylinders,FWD,JTNBE46K873064737,Gasoline,Black,Bisque,Used,56986,21 city / 30 hwy,Sedan,False,False,False,False,False
2017 Hyundai Elantra GT Base,$8099,77k Miles,Stanton CA,?,24%,162,-$1000,Base,Manual,2.0L 4 Cylinders,FWD,KMHD35LH7HU379019,Gasoline,Electric Blue Metallic,Black,Used,76919,24 city / 32 hwy,Hatchback,False,False,False,False,False
2017 Chevrolet Bolt EV LT,$16499,30k Miles,Stanton CA,?,24%,10,$0,LT,Automatic,0 Cylinders,FWD,1G1FW6S06H4181966,Electric,Mosaic Black Metallic,Dark Galvanized/Sky Cool Gray,Used,29503,128 city / 110 hwy,Hatchback,False,False,False,False,False
2017 Ford Fusion Energi SE Luxury,$14499,47k Miles,Stanton CA,?,3%,58,$0,SE Luxury,Automatic,2.0L 4 Cylinders,FWD,3FA6P0PU6HR379800,Plug-in hybrid,Shadow Black,Ebony,Used,46857,43 city / 41 hwy,Sedan,False,True,True,False,False
2017 Nissan Sentra SR,$9899,69k Miles,Stanton CA,?,13%,10,$0,SR,Automatic,1.8L 4 Cylinders,FWD,3N1AB7AP3HY253708,Gasoline,Super Black,Charcoal,Used,68922,29 city / 37 hwy,Sedan,False,False,False,False,False
2017 Toyota Corolla XSE,$15099,36k Miles,Stanton CA,?,6%,58,$0,XSE,Automatic,1.8L 4 Cylinders,FWD,5YFBURHEXHP721560,Gasoline,Black Sand Pearl,Black,Used,36288,28 city / 36 hwy,Sedan,False,True,True,False,False
2016 Lexus GS 350 Base,$25199,29k Miles,Stanton CA,Hot Car,24%,245,-$1800,Base,Automatic,3.5L 6 Cylinders,RWD,JTHBZ1BL0GA000885,Gasoline,Eminent White Pearl,Black,Used,29311,20 city / 29 hwy,Sedan,False,False,True,False,False
2014 Hyundai Veloster Base,$9099,73k Miles,Stanton CA,Hot Car,8%,65,$0,Base,Manual,1.6L 4 Cylinders,FWD,KMHTC6AD7EU213676,Gasoline,Boston Red Metallic,Black,Used,73348,26 city / 35 hwy,Coupe,False,False,False,False,False
2017 Infiniti QX30 Premium,$18099,62k Miles,Stanton CA,?,2%,44,$0,Premium,Automatic,2.0L 4 Cylinders,AWD,SJKCH5CRXHA020787,Gasoline,Ink Blue,Graphite,Used,61859,21 city / 30 hwy,Wagon,False,True,True,False,False
2017 BMW 2 Series M240i,$27599,53k Miles,Stanton CA,Hot Car,2%,33,$0,M240i,Automatic,3.0L 6 Cylinders,RWD,WBA2G1C37HV639553,Gasoline,Alpine White,Black,Used,52773,?,Coupe,False,False,False,False,False
2016 Ford Focus SE,$8099,64k Miles,Stanton CA,?,20%,4,$0,SE,Automatic,2.0L 4 Cylinders,FWD,1FADP3K29GL330005,Flex fuel,Ingot Silver,BLACK,Used,64369,?,Hatchback,False,False,False,False,False
2017 Chevrolet Cruze LS Auto,$12099,35k Miles,Stanton CA,?,5%,52,$0,LS Auto,Automatic,1.4L 4 Cylinders,FWD,1G1BC5SM6H7164362,Gasoline,Summit White,Jet Black,Used,35441,30 city / 40 hwy,Sedan,False,False,False,False,False
2016 Nissan Sentra S,$8099,59k Miles,Stanton CA,?,22%,185,-$1000,S,Automatic,1.8L 4 Cylinders,FWD,3N1AB7AP7GY251524,Gasoline,Fresh Powder,Charcoal,Used,58714,29 city / 38 hwy,Sedan,False,False,False,False,True
2017 Nissan Versa 1.6 SV,$8599,57k Miles,Stanton CA,?,12%,65,$0,1.6 SV,Automatic,1.6L 4 Cylinders,FWD,3N1CN7APXHL805458,Gasoline,BLUE,GREY,Used,57467,31 city / 39 hwy,Sedan,False,False,False,False,False
2006 Toyota Avalon XL,$8599,46k Miles,Stanton CA,Hot Car,33%,169,-$800,XL,Automatic,3.5L 6 Cylinders,FWD,4T1BK36B06U064680,Gasoline,Titanium Metallic,BLACK,Used,46078,20 city / 28 hwy,Sedan,False,False,True,False,False
2017 Ford Escape Titanium,$18699,23k Miles,Stanton CA,?,13%,39,$0,Titanium,Automatic,1.5L 4 Cylinders,FWD,1FMCU0JD5HUD84182,Gasoline,Ruby Red Metallic Tinted Clearcoat,Charcoal Black,Used,22515,23 city / 30 hwy,Suv,False,True,True,False,False
2012 Honda Accord LX-P,$10099,80k Miles,Stanton CA,?,10%,179,-$900,LX-P,Automatic,2.4L 4 Cylinders,FWD,1HGCP2F4XCA021758,Gasoline,Polished Metal Metallic,Gray,Used,80216,23 city / 34 hwy,Sedan,False,False,False,False,False
2016 Dodge Grand Caravan SXT,$9599,78k Miles,Stanton CA,?,27%,149,-$1300,SXT,Automatic,3.6L 6 Cylinders,FWD,2C4RDGCG5GR273643,Flex fuel,Deep Cherry Red Crystal Pearlcoat,Black/Light Graystone,Used,78121,17 city / 25 hwy,Van,False,False,False,False,False
2018 Nissan Sentra S,$11099,40k Miles,Stanton CA,?,5%,18,$0,S,Automatic,1.8L 4 Cylinders,FWD,3N1AB7AP0JY295307,Gasoline,Super Black,Charcoal,Used,40340,29 city / 37 hwy,Sedan,False,False,False,False,False
2016 Honda CR-V LX,$15099,31k Miles,Stanton CA,?,15%,67,$0,LX,Automatic,2.4L 4 Cylinders,AWD,5J6RM4H36GL137061,Gasoline,Crystal Black Pearl,BLACK,Used,30660,25 city / 31 hwy,Suv,False,False,False,False,False
2017 Toyota Sienna L 7-Passenger,$19099,23k Miles,Stanton CA,?,16%,64,$0,L 7-Passenger,Automatic,3.5L 6 Cylinders,FWD,5TDZZ3DC9HS854299,Gasoline,Shoreline Blue Pearl,Ash,Used,23114,19 city / 27 hwy,Van,False,False,False,False,False
2017 Kia Sorento LX,$13099,57k Miles,Stanton CA,Hot Car,15%,149,-$1200,LX,Automatic,2.4L 4 Cylinders,FWD,5XYPG4A35HG288016,Gasoline,Sangria,Satin Black,Used,56792,21 city / 28 hwy,Suv,False,False,False,False,False
2018 Toyota Corolla L,$12099,37k Miles,Stanton CA,?,14%,172,-$1500,L,Automatic,1.8L 4 Cylinders,FWD,5YFBURHE7JP801615,Gasoline,Barcelona Red Metallic,Black,Used,37435,28 city / 35 hwy,Sedan,False,False,False,False,False
2018 Honda Civic EX-L,$14999,84k Miles,Bellflower CA,?,0%,72,$0,EX-L,Automatic,1.5L 4 Cylinders,FWD,19XFC1F71JE000318,Gasoline,Crystal Black Pearl,Black,Used,84403,32 city / 42 hwy,Sedan,True,False,True,False,True
2015 Honda CR-V EX-L,$15999,73k Miles,Bellflower CA,?,8%,72,$0,EX-L,Automatic,2.4L 4 Cylinders,FWD,5J6RM3H75FL004349,Gasoline,White Diamond Pearl,Beige,Used,72575,27 city / 34 hwy,Suv,True,False,False,False,True
2016 Kia Optima EX,$13399,31k Miles,Bellflower CA,Hot Car,21%,74,$0,EX,Automatic,2.4L 4 Cylinders,FWD,5XXGU4L33GG114311,Gasoline,Sangria,Black,Used,30711,24 city / 35 hwy,Sedan,False,True,False,False,True
2017 Ford Fusion SE,$12999,48k Miles,Bellflower CA,?,10%,46,$0,SE,Automatic,2.5L 4 Cylinders,FWD,3FA6P0H79HR110232,Gasoline,Ingot Silver,Ebony,Used,47935,21 city / 32 hwy,Sedan,False,False,False,False,False
2017 Ford Fusion SE,$13399,28k Miles,Bellflower CA,Hot Car,17%,58,$0,SE,Automatic,2.5L 4 Cylinders,FWD,3FA6P0H70HR242537,Gasoline,Shadow Black,Medium Light Stone,Used,28078,21 city / 32 hwy,Sedan,True,True,True,False,False
2019 Toyota Corolla SE,$14999,37k Miles,Bellflower CA,?,3%,17,$0,SE,Automatic,1.8L 4 Cylinders,FWD,5YFBURHE3KP909120,Gasoline,Slate Metallic,Black,Used,37060,28 city / 35 hwy,Sedan,False,False,False,False,True
2013 Audi A4 2.0T quattro Premium Plus,$12999,89k Miles,Bellflower CA,Hot Car,3%,52,$0,2.0T quattro Premium Plus,Automatic,2.0L 4 Cylinders,AWD,WAUFFAFLXDN046716,Gasoline,Ibis White,Black,Used,88701,20 city / 30 hwy,Sedan,False,False,False,False,False
2018 Toyota RAV4 LE,$16999,29k Miles,Bellflower CA,?,10%,74,$0,LE,Automatic,2.5L 4 Cylinders,FWD,2T3ZFREV1JW418496,Gasoline,Black Currant Metallic,Black,Used,29047,23 city / 30 hwy,Suv,False,False,False,False,False
2017 Honda CR-V Touring,$22999,37k Miles,Montebello CA,?,10%,52,$0,Touring,Automatic,1.5L 4 Cylinders,AWD,2HKRW2H94HH674137,Gasoline,White Diamond Pearl,Black,Used,37347,27 city / 33 hwy,Suv,True,False,True,True,False
2017 FIAT 500e Base,$7599,23k Miles,Montebello CA,?,10%,212,-$500,Base,Automatic,0 Cylinders,FWD,3C3CFFGE7HT561430,Electric,Granito Lucente (Granite Crystal),Black,Used,23024,121 city / 103 hwy,Hatchback,False,True,False,False,False
2017 Ford Fusion Energi Titanium,$16599,25k Miles,Montebello CA,?,14%,163,-$900,Titanium,Automatic,2.0L 4 Cylinders,FWD,3FA6P0SU6HR242136,Plug-in hybrid,White Platinum Metallic Tri-Coat,WHITE,Used,24718,43 city / 41 hwy,Sedan,False,False,False,False,False
2017 Chevrolet Bolt EV Premier,$18099,46k Miles,Montebello CA,?,13%,25,$0,Premier,Automatic,0 Cylinders,FWD,1G1FX6S05H4142900,Electric,Summit White,Dark Galvanized/Sky Cool Gray,Used,45844,128 city / 110 hwy,Hatchback,False,True,False,False,False
2017 Honda Civic EX-T,$16399,34k Miles,Montebello CA,Hot Car,6%,44,$0,EX-T,Automatic,1.5L 4 Cylinders,FWD,2HGFC3B37HH352768,Gasoline,White Orchid Pearl,Black/Gray,Used,33958,31 city / 40 hwy,Coupe,True,False,True,False,False
2017 FIAT 500e Base,$7799,20k Miles,Montebello CA,?,10%,219,-$500,Base,Automatic,0 Cylinders,FWD,3C3CFFGE8HT555281,Electric,Billet Argento (Silver),Black,Used,20238,121 city / 103 hwy,Hatchback,False,True,False,False,False
2017 Nissan Rogue SV,$15899,21k Miles,Montebello CA,?,17%,25,$0,SV,Automatic,2.5L 4 Cylinders,FWD,5N1AT2MT0HC809743,Gasoline,Magnetic Black,Charcoal,Used,20637,26 city / 33 hwy,Wagon,False,False,False,False,False
2020 Hyundai Elantra SEL,$14999,16k Miles,Montebello CA,?,15%,44,$0,SEL,Automatic,2.0L 4 Cylinders,FWD,5NPD84LF3LH506866,Gasoline,Machine Gray,Black,Used,16149,30 city / 40 hwy,Sedan,True,False,False,False,False
2018 Toyota Sienna L 7-Passenger,$21099,29k Miles,Montebello CA,Hot Car,14%,31,$0,L 7-Passenger,Automatic,3.5L 6 Cylinders,FWD,5TDZZ3DC9JS938421,Gasoline,Super White,Ash,Used,29326,19 city / 27 hwy,Van,False,False,True,False,False
2013 BMW X5 xDrive35i,$16099,90k Miles,Montebello CA,Hot Car,3%,25,$0,xDrive35i,Automatic,3.0L 6 Cylinders,AWD,5UXZV4C58D0G50256,Gasoline,Black Sapphire Metallic,Black,Used,90367,16 city / 23 hwy,Suv,True,True,False,False,False
2017 Subaru Crosstrek 2.0i Premium,$19599,31k Miles,Montebello CA,?,4%,52,$0,2.0i Premium,Automatic,2.0L 4 Cylinders,AWD,JF2GPABC2H8265931,Gasoline,Ice Silver Metallic,Black,Used,31325,26 city / 33 hwy,Wagon,True,False,True,False,False
2017 Nissan Rogue S,$15099,41k Miles,Montebello CA,?,2%,31,$0,S,Automatic,2.5L 4 Cylinders,AWD,KNMAT2MV6HP573579,Gasoline,Gun Metallic,Charcoal,Used,41287,25 city / 32 hwy,Wagon,False,False,False,False,False
2017 Buick Envision Essence,$18099,30k Miles,Montebello CA,?,20%,31,$0,Essence,Automatic,2.5L 4 Cylinders,FWD,LRBFXBSA2HD024827,Gasoline,Ebony Twilight Metallic,Ebony,Used,30028,22 city / 29 hwy,Suv,True,True,True,False,False
2017 Chevrolet Volt LT,$13599,38k Miles,Montebello CA,?,18%,73,-$200,LT,Automatic,1.5L 4 Cylinders,FWD,1G1RC6S5XHU107063,Plug-in hybrid,Summit White,Jet Black/Jet Black,Used,38060,43 city / 42 hwy,Hatchback,False,False,False,False,False
2017 Nissan Maxima 3.5 SL,$22099,33k Miles,Montebello CA,?,0%,38,$0,3.5 SL,Automatic,3.5L 6 Cylinders,FWD,1N4AA6AP6HC413363,Gasoline,Super Black,Charcoal,Used,33170,21 city / 30 hwy,Sedan,False,True,True,False,False
2017 Toyota RAV4 LE,$17899,38k Miles,Montebello CA,?,3%,12,$0,LE,Automatic,2.5L 4 Cylinders,FWD,2T3ZFREV1HW342255,Gasoline,Super White,Black,Used,37941,23 city / 30 hwy,Suv,False,False,False,False,False
2018 Chevrolet Equinox LT,$16599,20k Miles,Montebello CA,Hot Car,21%,73,-$200,LT,Automatic,1.5L 4 Cylinders,FWD,3GNAXJEV0JS563528,Gasoline,Nightfall Gray Metallic,Jet Black,Used,19512,26 city / 32 hwy,Suv,False,False,False,False,False
2017 Chevrolet Bolt EV LT,$14399,61k Miles,Montebello CA,?,7%,10,-$800,LT,Automatic,0 Cylinders,FWD,1G1FW6S07H4132310,Electric,Kinetic Blue Metallic,Dark Galvanized/Sky Cool Gray,Used,61036,128 city / 110 hwy,Hatchback,True,True,False,False,False
