ReliabilityRank,CostOfLivingRank,PercentSales,AvgDaysToTurn,ReviewScore,AvgMPG,age,odo,price,owner_0,owner_1,owner_2,usage_FLEET,usage_PERSONAL,LuxurySportsOrHybrid_N,LuxurySportsOrHybrid_U,LuxurySportsOrHybrid_Y,drivetrain_AWD,drivetrain_FWD,accidenthist_N,accidenthist_Y,colorexterior_BLACK,colorexterior_BLUE,colorexterior_GRAY,colorexterior_OTHER,colorexterior_RED,colorexterior_SILVER,colorexterior_WHITE,colorinterior_BEIGE,colorinterior_BLACK,colorinterior_GRAY,colorinterior_OTHER,bodytype_CONVERTIBLE,bodytype_COUPE,bodytype_HATCHBACK,bodytype_PICKUP,bodytype_SEDAN,bodytype_SUV,bodytype_TRUCK,bodytype_VAN/MINIVAN,bodytype_WAGON
6.0,12,2.2234046752368357,58.76923076923077,7.8,30.5,7,42.995,11.5,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,31,13.832688602095642,71.61538461538461,7.9,31.0,9,74.203,5.867,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
16.0,5,6.28802759768661,76.23076923076923,7.4,29.5,3,35.977,17.271,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,27,8.336902292535045,48.69230769230769,8.1,34.0,3,11.119,20.807,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14.0,14,3.9890632445645786,73.38461538461539,8.4,28.5,4,39.045,12.99,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
28.0,27,3.3940162460390058,72.07692307692308,7.4,23.5,3,26.382,19.5,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25.0,39,2.126715603110482,98.53846153846153,5.5,22.0,4,60.293,11.995,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
9.0,27,11.692583720044867,78.23076923076923,8.5,33.0,2,79.08,8.998,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13.0,27,4.156328806440607,79.07692307692308,8.1,31.0,3,56.197,9.7,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9.0,4,11.692583720044867,78.23076923076923,8.4,29.0,1,13.566,24.05,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7.0,9,0.7127111277128115,76.53846153846153,7.2,18.0,1,22.516,27.39,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10.0,43,13.832688602095642,71.61538461538461,7.3,20.5,3,26.509,25.995,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8.0,31,1.7781767945930906,74.0,8.5,25.0,13,79.401,6.995,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18.0,45,8.336902292535045,48.69230769230769,8.1,34.0,8,93.836,10.5,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,23,8.336902292535045,48.69230769230769,8.1,34.0,3,35.027,14.86,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10.0,14,13.832688602095642,71.61538461538461,7.3,20.5,3,37.253,24.99,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,36,12.1872269830779,43.23076923076923,7.9,30.5,3,41.454,19.95,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26.0,18,5.534839958792396,74.23076923076923,7.3,26.5,4,22.376,16.283,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8.0,49,1.7781767945930906,74.0,7.5,113.0,4,51.155,14.183,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25.0,45,2.126715603110482,98.53846153846153,5.5,22.0,2,37.428,14.0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10.0,1,13.832688602095642,71.61538461538461,8.3,25.0,3,21.318,16.975,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
9.0,12,11.692583720044867,78.23076923076923,8.4,29.0,3,14.991,16.725,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14.0,14,3.9890632445645786,73.38461538461539,8.4,28.5,4,28.084,14.99,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18.0,43,8.336902292535045,48.69230769230769,8.1,34.0,3,26.541,16.799,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
24.0,39,0.6528082167930821,68.3076923076923,7.5,27.5,3,81.432,14.899,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10.0,14,13.832688602095642,71.61538461538461,8.2,26.0,3,61.044,10.995,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10.0,3,13.832688602095642,71.61538461538461,8.3,25.0,3,50.515,15.53,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26.0,31,5.534839958792396,74.23076923076923,7.3,26.5,5,157.743,7.99,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9.0,11,11.692583720044867,78.23076923076923,8.4,29.0,3,115.605,10.995,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,36,12.1872269830779,43.23076923076923,7.9,22.0,3,30.872,29.691,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5.0,36,12.1872269830779,43.23076923076923,7.9,22.0,3,31.825,29.691,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13.0,7,4.156328806440607,79.07692307692308,8.5,25.5,4,110.246,9.961,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18.0,14,8.336902292535045,48.69230769230769,8.1,34.0,5,65.231,13.134,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10.0,10,13.832688602095642,71.61538461538461,7.3,20.5,3,79.132,20.95,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10.0,10,13.832688602095642,71.61538461538461,8.2,26.0,1,28.076,17.995,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,8,13.832688602095642,71.61538461538461,8.2,26.0,1,38.264,16.97,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,22,6.28802759768661,76.23076923076923,7.4,29.5,3,46.668,16.9,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6.0,27,2.2234046752368357,58.76923076923077,7.7,35.0,1,44.004,13.926,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,27,8.336902292535045,48.69230769230769,8.1,34.0,3,16.534,18.88,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,49,13.832688602095642,71.61538461538461,8.2,26.0,4,47.362,12.796,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
9.0,26,11.692583720044867,78.23076923076923,7.8,32.5,3,67.123,12.898,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,20,13.832688602095642,71.61538461538461,8.2,26.0,6,85.068,9.64,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,14,6.28802759768661,76.23076923076923,7.4,29.5,1,6.655,19.965,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,43,6.28802759768661,76.23076923076923,7.4,29.5,3,39.766,13.881,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
23.0,43,4.128452974634556,23.23076923076923,7.7,33.0,12,139.845,4.995,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.0,36,12.1872269830779,43.23076923076923,7.9,30.5,3,57.036,20.994,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10.0,29,13.832688602095642,71.61538461538461,8.2,26.0,3,43.979,13.991,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.0,14,12.1872269830779,43.23076923076923,8.7,35.0,3,15.676,19.75,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14.0,8,3.9890632445645786,73.38461538461539,8.4,28.5,3,100.0,8.5,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,10,13.832688602095642,71.61538461538461,7.2,22.0,4,39.164,12.989,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.0,27,12.1872269830779,43.23076923076923,7.9,32.0,3,100.704,10.982,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10.0,50,13.832688602095642,71.61538461538461,8.3,25.0,3,61.25,16.499,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,27,8.336902292535045,48.69230769230769,8.1,34.0,3,12.658,18.88,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
31.0,29,0.6898618253052382,94.76923076923077,8.0,20.5,5,84.993,8.341,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,7,2.208680273976825,57.92307692307692,8.4,19.0,0,2.051,49.55,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18.0,39,8.336902292535045,48.69230769230769,8.1,34.0,6,83.311,11.995,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
26.0,45,5.534839958792396,74.23076923076923,8.1,22.5,3,33.327,27.0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,23,8.336902292535045,48.69230769230769,8.2,34.0,3,35.317,14.655,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5.0,29,12.1872269830779,43.23076923076923,7.9,32.0,0,12.283,16.994,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,3,8.336902292535045,48.69230769230769,8.1,34.0,3,78.949,16.5,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18.0,27,8.336902292535045,48.69230769230769,8.2,34.0,3,37.916,13.288,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
25.0,15,2.126715603110482,98.53846153846153,5.5,22.0,6,55.965,11.3,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14.0,10,3.9890632445645786,73.38461538461539,8.5,25.5,4,46.162,15.0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,49,12.1872269830779,43.23076923076923,7.9,32.0,4,120.541,9.65,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6.0,14,2.2234046752368357,58.76923076923077,7.7,35.0,9,150.8,4.5,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13.0,29,4.156328806440607,79.07692307692308,8.5,25.5,1,17.573,21.995,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10.0,23,13.832688602095642,71.61538461538461,8.3,25.0,10,153.914,6.481,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
10.0,12,13.832688602095642,71.61538461538461,8.3,25.0,3,53.609,14.795,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,29,8.336902292535045,48.69230769230769,8.2,34.0,3,25.563,19.175,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7.0,15,0.7127111277128115,76.53846153846153,7.6,23.5,5,65.835,14.8,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14.0,31,3.9890632445645786,73.38461538461539,8.4,28.5,1,26.31,13.74,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,14,13.832688602095642,71.61538461538461,8.2,26.0,1,34.853,15.99,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,14,13.832688602095642,71.61538461538461,8.2,26.0,2,9.648,16.991,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
26.0,14,5.534839958792396,74.23076923076923,7.1,25.0,3,36.132,12.977,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,5,8.336902292535045,48.69230769230769,8.1,34.0,6,84.949,14.529,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6.0,49,2.2234046752368357,58.76923076923077,8.6,28.0,8,96.363,8.995,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6.0,27,2.2234046752368357,58.76923076923077,7.7,35.0,6,48.189,9.398,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8.0,22,1.7781767945930906,74.0,7.7,31.0,8,75.745,15.0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,36,2.208680273976825,57.92307692307692,8.4,19.0,0,4.664,39.155,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
6.0,27,2.2234046752368357,58.76923076923077,8.1,25.5,8,98.68,6.946,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
8.0,34,1.7781767945930906,74.0,7.7,23.0,3,29.735,35.989,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15.0,9,1.2036513555233697,55.38461538461539,7.7,30.5,8,93.284,9.48,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16.0,22,6.28802759768661,76.23076923076923,7.7,33.5,3,50.826,13.872,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,27,6.28802759768661,76.23076923076923,7.2,33.0,3,35.045,10.991,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,14,1.6699578894174951,54.30769230769231,7.5,25.5,7,84.422,16.888,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9.0,14,11.692583720044867,78.23076923076923,8.4,29.0,2,33.921,17.9,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25.0,29,2.126715603110482,98.53846153846153,5.5,22.0,5,67.439,11.273,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14.0,10,3.9890632445645786,73.38461538461539,8.1,21.0,3,74.239,11.999,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14.0,26,3.9890632445645786,73.38461538461539,8.4,28.5,3,42.544,12.0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
9.0,27,11.692583720044867,78.23076923076923,8.4,29.0,3,18.952,14.997,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
17.0,10,0.8766066421183164,65.53846153846153,7.9,23.5,12,161.401,7.5,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10.0,22,13.832688602095642,71.61538461538461,8.3,25.0,3,47.58,13.689,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10.0,15,13.832688602095642,71.61538461538461,8.3,25.0,7,102.322,8.676,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,47,12.1872269830779,43.23076923076923,7.9,30.5,3,42.241,17.384,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,10,8.336902292535045,48.69230769230769,8.1,34.0,2,18.306,21.499,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7.0,15,0.7127111277128115,76.53846153846153,7.6,23.5,3,31.938,18.5,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10.0,44,13.832688602095642,71.61538461538461,7.3,20.5,3,18.536,28.95,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
14.0,30,3.9890632445645786,73.38461538461539,8.5,25.5,3,150.972,11.994,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18.0,29,8.336902292535045,48.69230769230769,8.2,34.0,3,66.468,13.607,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,50,2.208680273976825,57.92307692307692,8.0,25.5,6,69.002,16.576,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
13.0,9,4.156328806440607,79.07692307692308,8.3,33.0,3,72.998,6.999,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23.0,18,4.128452974634556,23.23076923076923,7.5,30.0,4,75.288,13.995,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,27,8.336902292535045,48.69230769230769,8.1,34.0,3,21.309,18.291,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9.0,14,11.692583720044867,78.23076923076923,7.8,32.5,3,22.201,16.495,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,45,6.28802759768661,76.23076923076923,6.9,35.0,2,45.448,10.0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,49,13.832688602095642,71.61538461538461,7.9,25.5,1,27.152,25.598,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10.0,14,13.832688602095642,71.61538461538461,7.9,25.5,6,92.446,12.8,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,49,12.1872269830779,43.23076923076923,7.9,30.5,8,110.258,8.499,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
8.0,49,1.7781767945930906,74.0,7.7,26.5,5,77.0,16.75,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
18.0,49,8.336902292535045,48.69230769230769,8.2,34.0,12,169.388,5.29,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18.0,9,8.336902292535045,48.69230769230769,8.2,34.0,3,38.636,16.0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,24,8.336902292535045,48.69230769230769,8.2,34.0,7,107.05,7.991,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18.0,19,8.336902292535045,48.69230769230769,8.4,23.5,12,174.124,5.318,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
29.0,9,0.6631075808160745,82.53846153846153,7.3,25.0,9,111.579,8.42,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10.0,22,13.832688602095642,71.61538461538461,8.3,25.0,2,20.355,17.99,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16.0,14,6.28802759768661,76.23076923076923,6.9,35.0,1,36.045,10.981,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.0,45,12.1872269830779,43.23076923076923,7.9,32.0,2,31.264,12.499,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10.0,14,13.832688602095642,71.61538461538461,8.2,26.0,1,11.083,17.488,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18.0,49,8.336902292535045,48.69230769230769,8.1,34.0,3,26.559,14.099,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,14,13.832688602095642,71.61538461538461,7.3,20.5,7,81.312,11.99,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14.0,27,3.9890632445645786,73.38461538461539,8.4,36.0,1,25.775,12.85,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,43,8.336902292535045,48.69230769230769,8.2,34.0,3,28.075,14.98,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,29,6.28802759768661,76.23076923076923,7.2,33.0,1,27.984,13.355,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,9,13.832688602095642,71.61538461538461,8.2,26.0,9,48.316,8.75,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11.0,9,1.929191497070014,60.07692307692308,8.3,30.5,8,130.707,3.573,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,23,13.832688602095642,71.61538461538461,8.2,26.0,1,40.295,16.406,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9.0,11,11.692583720044867,78.23076923076923,8.4,29.0,3,35.5,16.999,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8.0,49,1.7781767945930906,74.0,8.6,26.5,3,99.511,14.988,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6.0,9,2.2234046752368357,58.76923076923077,7.8,30.5,7,53.736,10.284,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.0,27,12.1872269830779,43.23076923076923,7.9,32.0,3,32.974,10.697,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
